id,Price
300000,81.39123
300001,85.37813
300002,86.83345
300003,86.34306
300004,76.86411
300005,79.59745
300006,82.78952
300007,79.44832
300008,84.688385
300009,91.79889
300010,73.40748
300011,80.20105
300012,79.87126
300013,87.63864
300014,80.919785
300015,84.92331
300016,78.51901
300017,80.13515
300018,88.74219
300019,81.567024
300020,85.67354
300021,81.803825
300022,86.84793
300023,78.07141
300024,86.815475
300025,80.47716
300026,83.652405
300027,77.727066
300028,85.284195
300029,83.35443
300030,82.27884
300031,72.95053
300032,86.09674
300033,85.95697
300034,80.317535
300035,81.04419
300036,81.151184
300037,87.01167
300038,84.468155
300039,90.47325
300040,84.55373
300041,73.66768
300042,86.55759
300043,89.1225
300044,86.083664
300045,73.31054
300046,74.28125
300047,80.153244
300048,81.25238
300049,74.480576
300050,74.82846
300051,81.4825
300052,86.562
300053,84.17149
300054,87.01109
300055,84.19388
300056,85.29375
300057,70.66971
300058,83.99802
300059,72.52909
300060,77.25653
300061,82.74045
300062,79.53343
300063,86.21213
300064,86.409164
300065,82.153244
300066,82.13832
300067,78.1143
300068,79.22919
300069,82.693665
300070,81.52196
300071,83.70413
300072,79.66841
300073,89.798355
300074,84.50609
300075,84.49147
300076,81.84228
300077,73.53435
300078,72.4091
300079,80.89337
300080,81.30914
300081,76.12901
300082,83.54782
300083,77.05298
300084,82.815674
300085,90.39282
300086,80.986404
300087,78.20413
300088,86.4283
300089,82.97952
300090,89.12059
300091,88.62567
300092,86.30974
300093,75.82467
300094,81.73892
300095,87.10437
300096,80.410034
300097,81.12685
300098,82.33127
300099,93.65639
300100,79.11594
300101,80.04053
300102,86.235
300103,91.568665
300104,81.65596
300105,80.942825
300106,92.72803
300107,76.707886
300108,76.6102
300109,80.73614
300110,90.90245
300111,65.8497
300112,75.95877
300113,81.25397
300114,71.166916
300115,90.33142
300116,86.17996
300117,81.02159
300118,79.667755
300119,85.6245
300120,77.44889
300121,72.12909
300122,90.1671
300123,79.93152
300124,81.31526
300125,95.959015
300126,84.31761
300127,77.22676
300128,81.72208
300129,85.10753
300130,80.226395
300131,70.66232
300132,71.222885
300133,88.25345
300134,83.39874
300135,80.89052
300136,82.88022
300137,82.28931
300138,67.09586
300139,79.70543
300140,75.43094
300141,79.93326
300142,81.73677
300143,76.76111
300144,89.04938
300145,83.83292
300146,79.69625
300147,84.04617
300148,82.599915
300149,81.612976
300150,83.29262
300151,74.26102
300152,85.792404
300153,84.99985
300154,81.167244
300155,78.72672
300156,83.742584
300157,79.25122
300158,86.62787
300159,88.8969
300160,78.39929
300161,83.74498
300162,75.04945
300163,82.94105
300164,74.20773
300165,91.15283
300166,85.241
300167,90.11014
300168,78.78439
300169,84.04466
300170,81.273186
300171,81.23236
300172,81.03386
300173,86.49242
300174,81.0795
300175,84.59512
300176,92.26929
300177,85.9048
300178,81.47472
300179,77.54959
300180,86.38533
300181,77.94479
300182,79.3
300183,79.02815
300184,86.00401
300185,81.94472
300186,86.21936
300187,86.4223
300188,83.78546
300189,98.387924
300190,82.34944
300191,85.655136
300192,82.97383
300193,83.62288
300194,79.968994
300195,84.355606
300196,76.79085
300197,83.33682
300198,84.75362
300199,80.48578
300200,84.780136
300201,80.94672
300202,78.294235
300203,82.46985
300204,78.96626
300205,79.10483
300206,87.03487
300207,76.18722
300208,80.72718
300209,85.0332
300210,92.10515
300211,76.41846
300212,80.23968
300213,83.82948
300214,83.602066
300215,71.5708
300216,81.14853
300217,77.42514
300218,80.256775
300219,76.73557
300220,87.3557
300221,83.51668
300222,82.90806
300223,74.984024
300224,84.45494
300225,80.75142
300226,77.06354
300227,88.93588
300228,88.6136
300229,78.01152
300230,87.1259
300231,69.551544
300232,86.407974
300233,88.36322
300234,88.52023
300235,89.12157
300236,80.3279
300237,88.90207
300238,90.94862
300239,75.37276
300240,81.139496
300241,84.02368
300242,89.42268
300243,76.00563
300244,78.8499
300245,85.290955
300246,78.45949
300247,81.55238
300248,87.50636
300249,89.13847
300250,82.91379
300251,74.78766
300252,94.8564
300253,83.48532
300254,83.318146
300255,82.61055
300256,81.076225
300257,76.64894
300258,76.74014
300259,86.44685
300260,78.92259
300261,82.3319
300262,85.155
300263,79.90851
300264,87.53345
300265,89.155
300266,81.55546
300267,89.751495
300268,85.274826
300269,82.784
300270,80.407104
300271,85.88632
300272,83.07309
300273,88.468735
300274,85.32114
300275,88.80629
300276,84.29567
300277,80.418
300278,79.28056
300279,78.051
300280,86.99928
300281,87.11423
300282,80.90282
300283,88.34079
300284,79.4313
300285,78.289444
300286,85.29106
300287,75.531784
300288,84.91647
300289,77.52842
300290,78.75978
300291,84.723175
300292,88.43149
300293,72.06141
300294,78.76482
300295,73.81778
300296,88.98834
300297,85.79996
300298,84.285965
300299,73.08533
300300,76.1683
300301,80.10043
300302,77.80028
300303,75.411316
300304,83.68515
300305,78.45177
300306,77.140465
300307,87.42479
300308,81.04286
300309,85.13629
300310,83.9422
300311,84.40962
300312,69.935135
300313,73.08209
300314,77.53103
300315,79.76112
300316,78.76839
300317,87.69891
300318,85.22002
300319,80.852325
300320,82.14146
300321,88.19798
300322,78.6246
300323,79.41545
300324,70.1362
300325,87.10066
300326,83.03914
300327,71.5381
300328,75.30113
300329,71.06028
300330,81.200195
300331,76.97897
300332,74.91182
300333,83.0549
300334,89.2327
300335,83.21246
300336,89.47865
300337,76.80194
300338,81.51665
300339,86.65408
300340,78.50932
300341,78.76422
300342,88.552475
300343,83.891174
300344,85.0941
300345,83.03404
300346,89.82567
300347,90.58922
300348,84.749695
300349,85.50258
300350,84.22621
300351,77.91487
300352,88.133514
300353,82.28758
300354,84.923004
300355,82.17747
300356,92.6714
300357,79.51416
300358,77.27202
300359,88.09769
300360,86.37938
300361,76.69299
300362,72.62399
300363,73.836105
300364,83.708405
300365,85.72354
300366,81.27457
300367,83.62929
300368,73.408554
300369,74.78139
300370,75.82125
300371,79.93117
300372,70.59335
300373,76.76988
300374,74.00879
300375,66.420425
300376,86.11218
300377,80.78674
300378,83.784225
300379,77.27286
300380,94.82109
300381,81.59065
300382,86.644104
300383,76.00308
300384,78.82109
300385,76.1452
300386,77.00454
300387,86.564224
300388,83.049286
300389,92.66037
300390,81.537445
300391,91.58421
300392,76.495865
300393,82.56465
300394,89.05653
300395,80.27611
300396,81.73474
300397,79.48988
300398,80.83534
300399,73.72325
300400,86.47653
300401,76.92686
300402,85.71477
300403,89.82558
300404,80.55107
300405,85.30118
300406,84.61008
300407,86.08569
300408,88.57803
300409,90.29976
300410,69.36139
300411,79.24457
300412,84.60112
300413,81.191635
300414,87.326324
300415,86.2448
300416,83.48216
300417,89.09787
300418,70.67822
300419,77.46709
300420,75.6297
300421,78.015915
300422,78.19917
300423,83.57909
300424,72.430115
300425,84.42134
300426,76.38298
300427,85.19972
300428,86.87857
300429,76.786804
300430,92.961945
300431,86.43515
300432,84.11516
300433,84.9431
300434,73.356735
300435,88.19881
300436,76.63864
300437,87.96956
300438,75.57497
300439,94.38989
300440,85.27812
300441,82.31024
300442,75.688354
300443,86.580505
300444,75.404816
300445,76.44794
300446,79.88552
300447,86.65692
300448,80.30574
300449,71.42172
300450,83.139786
300451,84.15929
300452,77.67113
300453,79.61261
300454,74.92644
300455,77.13101
300456,73.56542
300457,93.074905
300458,76.40166
300459,83.58295
300460,85.21878
300461,84.9223
300462,74.426926
300463,73.86133
300464,88.32648
300465,79.80704
300466,81.99948
300467,79.95157
300468,84.1445
300469,80.72344
300470,75.04332
300471,80.12233
300472,89.07637
300473,84.63818
300474,75.935394
300475,81.260895
300476,84.603485
300477,80.103195
300478,79.63373
300479,84.668
300480,78.04332
300481,74.87134
300482,86.803116
300483,82.02347
300484,82.785355
300485,88.93675
300486,83.484665
300487,74.454315
300488,85.62573
300489,85.63321
300490,86.30563
300491,89.046814
300492,68.70003
300493,81.13551
300494,79.52449
300495,76.59245
300496,87.74609
300497,72.89748
300498,83.24718
300499,84.81372
300500,78.52365
300501,75.82857
300502,79.35024
300503,81.37953
300504,78.2415
300505,71.73456
300506,81.63721
300507,94.32034
300508,72.98872
300509,76.97647
300510,85.53404
300511,83.03112
300512,79.18211
300513,87.83803
300514,98.98042
300515,87.47923
300516,82.70712
300517,77.21393
300518,80.72395
300519,80.96593
300520,83.591995
300521,76.796234
300522,87.98338
300523,76.53214
300524,88.44722
300525,85.41391
300526,78.744446
300527,75.78345
300528,80.51375
300529,83.08607
300530,76.59385
300531,79.21695
300532,84.081726
300533,91.30109
300534,79.30703
300535,79.65163
300536,80.71861
300537,78.379166
300538,72.93353
300539,74.3405
300540,92.07201
300541,84.70613
300542,72.60646
300543,90.08275
300544,86.56236
300545,73.22054
300546,90.05565
300547,82.228714
300548,82.00772
300549,72.90387
300550,82.0287
300551,82.259384
300552,77.68425
300553,73.4853
300554,87.38379
300555,84.37239
300556,90.45567
300557,77.52719
300558,81.100586
300559,76.85106
300560,87.83301
300561,79.641846
300562,79.394325
300563,68.256676
300564,82.942505
300565,80.42444
300566,79.155594
300567,71.83322
300568,76.12224
300569,81.4012
300570,82.590485
300571,84.41681
300572,83.92326
300573,74.23639
300574,89.12045
300575,81.8601
300576,78.54318
300577,79.615364
300578,89.35353
300579,80.42198
300580,87.63507
300581,91.52278
300582,86.08368
300583,78.4621
300584,76.10979
300585,100.68057
300586,87.39542
300587,84.2155
300588,86.265305
300589,89.707245
300590,89.23042
300591,89.42856
300592,82.72591
300593,81.87838
300594,78.991684
300595,84.64339
300596,86.76834
300597,83.13123
300598,88.19841
300599,87.37958
300600,84.66759
300601,81.034
300602,78.26398
300603,87.905945
300604,77.129105
300605,86.65726
300606,82.21062
300607,79.30255
300608,84.354355
300609,72.60075
300610,75.77046
300611,77.2494
300612,87.110245
300613,79.48271
300614,81.607315
300615,95.31732
300616,82.903946
300617,85.71274
300618,82.67334
300619,78.20315
300620,80.46533
300621,72.53491
300622,87.63408
300623,80.37463
300624,84.1779
300625,76.40792
300626,82.14751
300627,72.70479
300628,76.75044
300629,83.42259
300630,77.86459
300631,81.651535
300632,82.56472
300633,95.94055
300634,85.53824
300635,93.84737
300636,88.665985
300637,81.40196
300638,77.26698
300639,82.80531
300640,89.40239
300641,87.23508
300642,81.64547
300643,85.54512
300644,91.894806
300645,78.23039
300646,74.030975
300647,79.98981
300648,83.15404
300649,77.55521
300650,79.53523
300651,85.863174
300652,82.584625
300653,87.11183
300654,84.27327
300655,72.388855
300656,78.67412
300657,78.92699
300658,81.843475
300659,82.92859
300660,84.60864
300661,75.07909
300662,82.46484
300663,77.59189
300664,82.96539
300665,81.521645
300666,86.368256
300667,72.58689
300668,89.01309
300669,88.13899
300670,84.564255
300671,80.961555
300672,80.842125
300673,82.956345
300674,87.39543
300675,83.38129
300676,81.67517
300677,94.55168
300678,82.18173
300679,89.00044
300680,79.66913
300681,79.08309
300682,91.04022
300683,86.47342
300684,86.30934
300685,90.16536
300686,80.965164
300687,78.83948
300688,75.52867
300689,69.85698
300690,86.60805
300691,81.95163
300692,88.425644
300693,87.95917
300694,86.96875
300695,81.46219
300696,74.29524
300697,78.421844
300698,91.66077
300699,83.14963
300700,78.43454
300701,69.13486
300702,80.93065
300703,79.79213
300704,86.30727
300705,82.23305
300706,76.776855
300707,67.75108
300708,83.92383
300709,73.492035
300710,86.2265
300711,90.855774
300712,75.964035
300713,76.06352
300714,86.06682
300715,76.613914
300716,77.33244
300717,80.183914
300718,80.86226
300719,66.53439
300720,85.506
300721,83.635864
300722,85.349396
300723,82.32942
300724,77.970215
300725,81.80026
300726,72.07222
300727,74.94147
300728,71.51138
300729,79.77356
300730,81.951584
300731,83.867935
300732,87.44536
300733,90.63466
300734,81.4077
300735,89.60184
300736,82.87674
300737,98.96399
300738,81.44832
300739,75.75517
300740,72.35948
300741,80.86391
300742,77.78897
300743,87.45215
300744,82.07898
300745,80.26774
300746,83.719025
300747,81.90065
300748,81.24579
300749,87.273544
300750,81.34897
300751,86.157425
300752,85.97957
300753,91.913574
300754,89.74014
300755,82.88544
300756,79.628654
300757,76.13553
300758,84.16092
300759,78.4839
300760,84.43355
300761,86.89087
300762,73.2759
300763,83.046425
300764,85.21364
300765,88.40213
300766,80.634766
300767,88.46817
300768,81.56642
300769,77.58812
300770,78.02237
300771,89.18144
300772,82.17999
300773,81.51688
300774,79.85152
300775,82.05075
300776,87.14163
300777,92.24454
300778,82.87604
300779,82.85811
300780,81.04852
300781,88.2345
300782,78.53713
300783,78.086044
300784,89.48735
300785,74.19876
300786,82.586945
300787,83.385605
300788,82.322266
300789,82.01695
300790,85.7731
300791,87.14255
300792,86.1557
300793,78.260284
300794,81.49115
300795,77.27344
300796,79.075226
300797,87.027405
300798,79.10997
300799,74.18724
300800,75.94774
300801,77.77098
300802,77.776886
300803,89.42824
300804,81.72601
300805,82.6945
300806,87.36449
300807,82.37868
300808,69.50108
300809,85.400925
300810,80.701355
300811,85.75098
300812,82.88011
300813,87.9745
300814,73.719284
300815,76.0532
300816,83.61743
300817,83.79797
300818,82.59396
300819,91.48964
300820,89.51749
300821,83.21415
300822,81.90227
300823,83.61424
300824,93.391525
300825,88.20877
300826,76.28439
300827,86.45604
300828,85.05458
300829,87.49663
300830,75.12569
300831,80.13106
300832,84.95589
300833,85.76512
300834,75.96161
300835,82.30348
300836,81.66659
300837,93.50113
300838,79.97615
300839,86.79524
300840,89.6469
300841,80.210144
300842,87.02927
300843,84.24553
300844,79.782036
300845,80.53105
300846,77.064995
300847,75.96492
300848,81.08865
300849,85.83092
300850,72.96939
300851,89.85275
300852,79.08237
300853,84.671265
300854,79.0493
300855,87.28017
300856,80.27472
300857,85.56683
300858,81.657524
300859,82.050674
300860,85.5372
300861,82.73271
300862,88.04306
300863,68.398346
300864,90.74626
300865,82.305145
300866,80.488335
300867,81.382416
300868,82.42
300869,84.53754
300870,83.12207
300871,82.523926
300872,84.17178
300873,73.48573
300874,82.0095
300875,87.43802
300876,89.39032
300877,81.031334
300878,76.44027
300879,88.17061
300880,79.785255
300881,86.10953
300882,75.28531
300883,76.77428
300884,79.47191
300885,87.31734
300886,90.94867
300887,82.30672
300888,71.980774
300889,86.24103
300890,87.64157
300891,77.832855
300892,90.8298
300893,79.970764
300894,86.64897
300895,84.46564
300896,79.189674
300897,85.97981
300898,85.316284
300899,72.71389
300900,84.43387
300901,86.60434
300902,77.254425
300903,82.80295
300904,83.72897
300905,92.216125
300906,78.25491
300907,83.767715
300908,82.47153
300909,91.86334
300910,69.501236
300911,72.3694
300912,87.64609
300913,77.39834
300914,78.66666
300915,89.37361
300916,88.647736
300917,79.94348
300918,81.369
300919,91.063705
300920,84.118164
300921,83.22841
300922,83.51523
300923,77.99947
300924,80.20688
300925,86.23445
300926,89.656784
300927,78.85936
300928,88.08089
300929,85.28082
300930,86.22473
300931,79.666756
300932,83.12767
300933,89.99855
300934,87.39311
300935,80.71849
300936,84.85425
300937,81.87224
300938,87.23622
300939,88.12837
300940,90.61963
300941,77.69193
300942,81.30185
300943,81.91214
300944,84.49449
300945,86.13333
300946,83.22481
300947,83.85831
300948,72.627594
300949,80.05441
300950,83.81583
300951,82.12744
300952,88.12616
300953,84.3553
300954,85.27962
300955,76.42224
300956,85.176895
300957,73.87592
300958,79.47948
300959,88.912445
300960,76.850815
300961,78.62537
300962,79.70741
300963,76.634
300964,69.82855
300965,88.12901
300966,88.91206
300967,92.583694
300968,81.57878
300969,74.69708
300970,80.99793
300971,84.30101
300972,88.319626
300973,93.01872
300974,79.679214
300975,85.74307
300976,87.72821
300977,82.178085
300978,86.20653
300979,76.068405
300980,81.79843
300981,87.56497
300982,79.4383
300983,81.79318
300984,80.07152
300985,93.59274
300986,66.742584
300987,75.58391
300988,87.4633
300989,82.70904
300990,79.68634
300991,73.12015
300992,93.59357
300993,83.90494
300994,78.492325
300995,81.29129
300996,79.2386
300997,80.63971
300998,79.66023
300999,82.280365
301000,83.046036
301001,86.342606
301002,81.44383
301003,86.06227
301004,81.89685
301005,87.678635
301006,79.14145
301007,75.100266
